"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home1973","240","42","88",".477","17","39",".436","15","17",".882","11","34","45","24","11","5","9","15","116",""
"totals_home1974","240","37","94",".394","10","32",".313","16","16","1.000","14","43","57","17","6","7","11","11","100",""
"totals_home1975","240","34","85",".400","9","26",".346","9","14",".643","9","41","50","16","8","1","13","19","86",""
"totals_home1976","240","36","76",".474","9","32",".281","20","26",".769","10","34","44","20","5","8","14","18","101",""
"totals_home1977","240","40","80",".500","10","30",".333","22","26",".846","7","28","35","25","8","3","14","22","112",""
"totals_home1978","240","39","88",".443","10","34",".294","18","23",".783","14","35","49","24","12","5","13","17","106",""
"totals_home1979","240","35","78",".449","14","36",".389","16","21",".762","7","35","42","23","7","5","16","20","100",""
"totals_home1980","240","44","80",".550","9","28",".321","2","14",".143","6","41","47","26","7","6","14","17","99",""
"totals_home1981","240","42","91",".462","11","31",".355","20","30",".667","15","37","52","19","4","6","17","20","115",""
"totals_home1982","240","46","89",".517","10","37",".270","22","27",".815","3","25","28","32","7","4","15","18","124",""
"totals_home1983","240","35","92",".380","11","48",".229","16","23",".696","9","36","45","27","5","4","13","21","97",""
"totals_home1984","240","41","90",".456","7","27",".259","16","21",".762","8","35","43","22","9","8","7","12","105",""
"totals_home1985","240","39","78",".500","7","27",".259","26","32",".813","6","35","41","23","6","5","10","15","111",""
"totals_home1986","240","45","85",".529","10","25",".400","16","19",".842","11","34","45","32","9","4","16","18","116",""
"totals_home1987","240","41","87",".471","14","37",".378","20","29",".690","12","34","46","19","14","3","15","18","116",""
"totals_home1988","240","38","81",".469","7","16",".438","32","42",".762","15","29","44","21","4","3","11","20","115",""
"totals_home1989","240","45","82",".549","11","28",".393","24","32",".750","11","45","56","21","9","3","20","29","125",""
"totals_home1990","240","45","86",".523","18","36",".500","9","10",".900","9","31","40","19","3","3","14","23","117",""
"totals_home1991","240","37","85",".435","8","27",".296","13","14",".929","11","33","44","22","6","9","15","18","95",""
"totals_home1992","240","51","91",".560","10","26",".385","15","21",".714","12","27","39","31","10","3","6","18","127",""
"totals_home1993","240","38","90",".422","9","29",".310","15","17",".882","7","36","43","21","3","4","6","19","100",""
"totals_home1994","240","35","82",".427","9","34",".265","7","12",".583","10","36","46","24","8","10","20","14","86",""
"totals_home1995","240","38","86",".442","16","40",".400","20","25",".800","11","37","48","22","4","10","15","14","112",""
"totals_home1996","240","40","83",".482","12","26",".462","12","12","1.000","10","34","44","24","8","5","17","24","104",""
"totals_home1997","240","36","81",".444","15","37",".405","12","18",".667","8","30","38","20","10","3","14","15","99",""
"totals_home1998","240","33","78",".423","10","26",".385","29","35",".829","11","21","32","14","14","2","12","26","105",""
"totals_home1999","240","38","71",".535","5","17",".294","28","37",".757","8","24","32","20","14","5","17","22","109",""
"totals_home2000","290","47","113",".416","16","44",".364","22","26",".846","15","40","55","32","14","3","13","28","132",""
"totals_home2001","240","38","87",".437","10","31",".323","12","17",".706","9","43","52","20","9","9","11","21","98",""
"totals_home2002","240","34","83",".410","10","30",".333","26","33",".788","14","35","49","23","7","8","15","20","104",""
"totals_home2003","240","47","84",".560","9","27",".333","15","22",".682","8","32","40","31","4","1","17","27","118",""
"totals_home2004","240","36","83",".434","11","31",".355","16","19",".842","11","29","40","23","9","4","17","17","99",""
"totals_home2005","240","40","94",".426","7","25",".280","22","32",".688","16","34","50","12","7","4","4","18","109",""
"totals_home2006","240","47","94",".500","8","28",".286","12","16",".750","13","32","45","23","11","4","9","19","114",""
"totals_home2007","240","46","83",".554","13","30",".433","18","20",".900","3","33","36","40","6","3","12","16","123",""
"totals_home2008","240","40","91",".440","7","26",".269","21","36",".583","14","37","51","18","6","2","10","16","108",""
"totals_home2009","240","36","85",".424","6","21",".286","18","31",".581","10","39","49","16","5","6","14","23","96",""
"totals_home2010","265","38","97",".392","7","31",".226","12","18",".667","15","42","57","23","10","7","19","16","95",""
"totals_home2011","240","45","80",".563","9","24",".375","17","25",".680","3","36","39","32","11","3","12","24","116",""
"totals_home2012","240","42","81",".519","16","32",".500","15","20",".750","6","42","48","31","6","7","14","20","115",""
"totals_home2013","240","37","94",".394","7","21",".333","12","17",".706","12","35","47","19","8","9","16","21","93",""
"totals_home2014","240","35","82",".427","15","35",".429","12","18",".667","9","40","49","24","5","2","13","21","97",""
"totals_home2015","240","36","83",".434","2","18",".111","11","14",".786","9","32","41","19","7","4","17","25","85",""
"totals_home2016","240","45","82",".549","17","31",".548","16","21",".762","6","31","37","24","4","1","10","16","123",""
"totals_home2017","240","35","79",".443","5","21",".238","27","39",".692","10","30","40","26","6","5","19","15","102",""
"totals_home2018","240","31","82",".378","12","34",".353","14","18",".778","7","39","46","19","8","4","13","19","88",""
"totals_home2019","240","45","87",".517","9","27",".333","22","29",".759","13","27","40","18","16","6","14","15","121",""
"totals_home2020","240","48","80",".600","14","28",".500","20","24",".833","2","30","32","36","3","2","13","20","130",""
"totals_home2021","240","48","89",".539","21","37",".568","9","15",".600","11","36","47","37","9","8","15","17","126",""
"totals_home2022","240","40","88",".455","13","34",".382","28","32",".875","11","32","43","25","13","8","11","25","121",""
"totals_home2023","240","46","82",".561","13","37",".351","10","13",".769","8","36","44","27","13","4","20","11","115",""
"totals_home2024","240","37","95",".389","7","27",".259","12","17",".706","16","36","52","23","10","13","11","18","93",""
"totals_home2025","240","35","93",".376","17","36",".472","16","24",".667","16","37","53","21","3","7","13","25","103",""
"totals_home2026","240","39","81",".481","8","27",".296","14","18",".778","8","35","43","31","1","9","19","24","100",""
"totals_home2027","240","43","83",".518","12","23",".522","18","20",".900","3","41","44","28","9","6","9","17","116",""
"totals_home2028","240","44","82",".537","11","27",".407","16","21",".762","6","36","42","36","8","5","15","26","115",""
"totals_home2029","240","35","89",".393","10","30",".333","13","17",".765","8","29","37","17","9","3","5","19","93",""
"totals_home2030","240","30","75",".400","3","24",".125","15","18",".833","5","31","36","20","6","5","9","14","78",""
"totals_home2031","240","33","94",".351","11","33",".333","8","13",".615","12","30","42","15","6","3","14","24","85",""
"totals_home2032","240","39","84",".464","12","33",".364","18","24",".750","13","30","43","24","4","3","16","20","108",""
"totals_home2033","240","47","87",".540","5","18",".278","15","19",".789","9","29","38","25","9","1","9","24","114",""
"totals_home2034","240","38","88",".432","12","43",".279","16","21",".762","11","21","32","24","2","4","12","15","104",""
"totals_home2035","240","38","85",".447","8","26",".308","11","18",".611","11","40","51","25","4","5","12","24","95",""
"totals_home2036","240","38","84",".452","10","27",".370","23","26",".885","10","33","43","19","9","9","11","17","109",""
"totals_home2037","240","34","81",".420","12","33",".364","11","15",".733","9","44","53","23","6","8","14","21","91",""
"totals_home2038","240","42","96",".438","4","21",".190","23","26",".885","16","33","49","20","9","7","5","12","111",""
"totals_home2039","240","36","87",".414","12","34",".353","12","15",".800","10","31","41","25","8","2","16","18","96",""
"totals_home2040","240","32","72",".444","11","37",".297","38","49",".776","5","38","43","17","8","2","12","21","113",""
"totals_home2041","240","38","85",".447","9","35",".257","18","25",".720","7","40","47","23","9","6","15","20","103",""
"totals_home2042","240","42","83",".506","15","35",".429","22","26",".846","4","41","45","27","2","3","10","14","121",""
"totals_home2043","240","45","92",".489","10","33",".303","22","30",".733","17","24","41","21","7","3","10","25","122",""
"totals_home2044","240","46","92",".500","12","31",".387","19","25",".760","12","41","53","23","4","4","14","23","123",""
"totals_home2045","240","45","90",".500","11","25",".440","12","17",".706","13","39","52","33","4","2","7","13","113",""
"totals_home2046","240","45","83",".542","6","21",".286","9","11",".818","6","32","38","28","7","3","12","19","105",""
"totals_home2047","240","39","79",".494","13","34",".382","14","16",".875","8","36","44","27","8","8","21","18","105",""
"totals_home2048","240","47","83",".566","11","22",".500","15","18",".833","12","26","38","29","7","9","20","27","120",""
"totals_home2049","240","38","80",".475","11","28",".393","20","22",".909","8","34","42","26","6","8","9","19","107",""
"totals_home2050","240","33","86",".384","8","29",".276","14","16",".875","11","29","40","20","10","3","12","22","88",""
"totals_home2051","240","42","93",".452","10","33",".303","16","21",".762","15","32","47","31","4","3","10","14","110",""
"totals_home2052","240","34","89",".382","7","25",".280","27","29",".931","7","36","43","27","8","7","12","28","102",""
"totals_home2053","240","39","89",".438","13","26",".500","20","25",".800","12","35","47","22","6","6","11","13","111",""
"totals_home2054","240","39","81",".481","9","29",".310","22","26",".846","9","30","39","28","3","4","8","18","109",""
"totals_home2055","240","49","93",".527","9","23",".391","18","28",".643","8","39","47","30","12","5","10","27","125",""
"totals_home2056","240","39","77",".506","13","35",".371","23","28",".821","8","32","40","17","5","5","12","15","114",""
"totals_home2057","240","39","77",".506","9","25",".360","16","22",".727","2","34","36","26","7","8","15","18","103",""
"totals_home2058","240","46","92",".500","9","24",".375","5","5","1.000","13","30","43","33","4","9","16","15","106",""
"totals_home2059","240","53","91",".582","14","28",".500","9","14",".643","7","35","42","25","16","3","11","22","129",""
"totals_home2060","240","35","85",".412","6","22",".273","20","26",".769","9","41","50","22","5","7","13","17","96",""
"totals_home2061","240","37","70",".529","10","26",".385","21","31",".677","8","25","33","20","16","4","14","15","105",""
"totals_home2062","240","44","81",".543","18","32",".563","21","29",".724","4","31","35","28","13","4","14","23","127",""
"totals_home2063","240","39","77",".506","12","32",".375","20","22",".909","4","25","29","26","5","4","9","16","110",""
"totals_home2064","240","39","77",".506","13","32",".406","25","28",".893","9","30","39","19","3","9","11","26","116",""
"totals_home2065","240","28","80",".350","6","26",".231","29","38",".763","7","38","45","18","9","5","16","20","91",""
"totals_home2066","240","40","83",".482","11","26",".423","12","20",".600","5","44","49","27","8","3","9","22","103",""
"totals_home2067","240","46","82",".561","15","32",".469","17","20",".850","5","43","48","21","3","6","17","19","124",""
"totals_home2068","240","40","83",".482","11","30",".367","11","15",".733","8","39","47","23","9","3","17","29","102",""
"totals_home2069","240","35","76",".461","7","25",".280","27","37",".730","4","37","41","20","8","4","7","19","104",""
"totals_home2070","240","44","85",".518","10","30",".333","24","26",".923","12","32","44","30","10","2","16","21","122",""
"totals_home2071","240","42","78",".538","7","19",".368","17","20",".850","4","35","39","27","8","7","13","15","108",""
"totals_home2072","240","35","83",".422","6","24",".250","15","17",".882","9","37","46","21","7","5","16","12","91",""
"totals_home2073","240","50","97",".515","15","38",".395","12","17",".706","9","34","43","32","3","10","11","17","127",""
