"","date","away_team","points_away","home_team","points_home","attendance","home_win","point_difference","abs_point_dif","season","win_percentage"
"235",2016-11-25,"Oklahoma City Thunder",132,"Denver Nuggets",129,14327,0,-3,3,"2016-17",53.6585365853659
"236",2016-11-25,"Minnesota Timberwolves",98,"Phoenix Suns",85,16728,0,-13,13,"2016-17",36.5853658536585
"237",2016-11-25,"New Orleans Pelicans",104,"Portland Trail Blazers",119,19393,1,15,15,"2016-17",58.1395348837209
"238",2016-11-25,"Golden State Warriors",109,"Los Angeles Lakers",85,18997,0,-24,24,"2016-17",41.4634146341463
"239",2016-11-25,"Houston Rockets",117,"Sacramento Kings",104,17608,0,-13,13,"2016-17",41.4634146341463
"240",2016-11-26,"New York Knicks",102,"Charlotte Hornets",107,19195,1,5,5,"2016-17",53.6585365853659
"241",2016-11-26,"San Antonio Spurs",112,"Washington Wizards",100,17066,0,-12,12,"2016-17",76.5957446808511
"242",2016-11-26,"Memphis Grizzlies",110,"Miami Heat",107,19600,0,-3,3,"2016-17",56.0975609756098
"243",2016-11-26,"Detroit Pistons",88,"Oklahoma City Thunder",106,18203,1,18,18,"2016-17",67.4418604651163
"244",2016-11-26,"Minnesota Timberwolves",102,"Golden State Warriors",115,19596,1,13,13,"2016-17",90
"245",2016-11-27,"Cleveland Cavaliers",112,"Philadelphia 76ers",108,19311,0,-4,4,"2016-17",41.4634146341463
"246",2016-11-27,"Denver Nuggets",120,"Phoenix Suns",114,15365,0,-6,6,"2016-17",36.5853658536585
"247",2016-11-27,"Sacramento Kings",122,"Brooklyn Nets",105,13646,0,-17,17,"2016-17",31.7073170731707
"248",2016-11-27,"Los Angeles Clippers",70,"Indiana Pacers",91,15572,1,21,21,"2016-17",67.4418604651163
"249",2016-11-27,"Milwaukee Bucks",104,"Orlando Magic",96,16521,0,-8,8,"2016-17",39.0243902439024
"250",2016-11-27,"New Orleans Pelicans",81,"Dallas Mavericks",91,19302,1,10,10,"2016-17",51.219512195122
"251",2016-11-27,"Houston Rockets",130,"Portland Trail Blazers",114,19393,0,-16,16,"2016-17",58.1395348837209
"252",2016-11-27,"Atlanta Hawks",94,"Los Angeles Lakers",109,18997,1,15,15,"2016-17",41.4634146341463
"253",2016-11-28,"Sacramento Kings",95,"Washington Wizards",101,12571,1,6,6,"2016-17",76.5957446808511
"254",2016-11-28,"Boston Celtics",112,"Miami Heat",104,19600,0,-8,8,"2016-17",56.0975609756098
"255",2016-11-28,"Oklahoma City Thunder",112,"New York Knicks",103,19812,0,-9,9,"2016-17",46.3414634146341
"256",2016-11-28,"Philadelphia 76ers",95,"Toronto Raptors",122,19800,1,27,27,"2016-17",65.2173913043478
"257",2016-11-28,"Charlotte Hornets",104,"Memphis Grizzlies",85,13143,0,-19,19,"2016-17",59.0909090909091
"258",2016-11-28,"Utah Jazz",112,"Minnesota Timberwolves",103,9384,0,-9,9,"2016-17",48.780487804878
"259",2016-11-28,"Atlanta Hawks",100,"Golden State Warriors",105,19596,1,5,5,"2016-17",90
"260",2016-11-29,"Detroit Pistons",112,"Charlotte Hornets",89,14266,0,-23,23,"2016-17",53.6585365853659
"261",2016-11-29,"Los Angeles Clippers",122,"Brooklyn Nets",127,15681,1,5,5,"2016-17",31.7073170731707
"262",2016-11-29,"Cleveland Cavaliers",101,"Milwaukee Bucks",118,16559,1,17,17,"2016-17",54.5454545454545
"263",2016-11-29,"Los Angeles Lakers",88,"New Orleans Pelicans",105,14024,1,17,17,"2016-17",51.219512195122
"264",2016-11-29,"Orlando Magic",95,"San Antonio Spurs",83,18418,0,-12,12,"2016-17",73.469387755102
"265",2016-11-29,"Houston Rockets",101,"Utah Jazz",120,19911,1,19,19,"2016-17",65.2173913043478
"266",2016-11-30,"Detroit Pistons",121,"Boston Celtics",114,17338,0,-7,7,"2016-17",68.6274509803922
"267",2016-11-30,"Memphis Grizzlies",105,"Toronto Raptors",120,19800,1,15,15,"2016-17",65.2173913043478
"268",2016-11-30,"Los Angeles Lakers",96,"Chicago Bulls",90,21773,0,-6,6,"2016-17",56.8181818181818
"269",2016-11-30,"New York Knicks",106,"Minnesota Timberwolves",104,13987,0,-2,2,"2016-17",48.780487804878
"270",2016-11-30,"Washington Wizards",115,"Oklahoma City Thunder",126,18203,1,11,11,"2016-17",67.4418604651163
"271",2016-11-30,"San Antonio Spurs",94,"Dallas Mavericks",87,19245,0,-7,7,"2016-17",51.219512195122
"272",2016-11-30,"Miami Heat",106,"Denver Nuggets",98,11471,0,-8,8,"2016-17",53.6585365853659
"273",2016-11-30,"Atlanta Hawks",107,"Phoenix Suns",109,15909,1,2,2,"2016-17",36.5853658536585
"274",2016-11-30,"Indiana Pacers",109,"Portland Trail Blazers",131,19107,1,22,22,"2016-17",58.1395348837209
"275",2016-12-01,"Dallas Mavericks",87,"Charlotte Hornets",97,14471,1,10,10,"2016-17",53.6585365853659
"276",2016-12-01,"Milwaukee Bucks",111,"Brooklyn Nets",93,12675,0,-18,18,"2016-17",31.7073170731707
"277",2016-12-01,"Los Angeles Clippers",113,"Cleveland Cavaliers",94,20562,0,-19,19,"2016-17",75.5102040816327
"278",2016-12-01,"Orlando Magic",94,"Memphis Grizzlies",95,13344,1,1,1,"2016-17",59.0909090909091
"279",2016-12-01,"Miami Heat",111,"Utah Jazz",110,19073,0,-1,1,"2016-17",65.2173913043478
"280",2016-12-01,"Houston Rockets",132,"Golden State Warriors",127,19596,0,-5,5,"2016-17",90
"281",2016-12-02,"Orlando Magic",105,"Philadelphia 76ers",88,13711,0,-17,17,"2016-17",41.4634146341463
"282",2016-12-02,"Sacramento Kings",92,"Boston Celtics",97,18624,1,5,5,"2016-17",68.6274509803922
"283",2016-12-02,"Minnesota Timberwolves",114,"New York Knicks",118,19812,1,4,4,"2016-17",46.3414634146341
"284",2016-12-02,"Los Angeles Lakers",80,"Toronto Raptors",113,19800,1,33,33,"2016-17",65.2173913043478
"285",2016-12-02,"Detroit Pistons",121,"Atlanta Hawks",85,15500,0,-36,36,"2016-17",56.8181818181818
"286",2016-12-02,"Cleveland Cavaliers",105,"Chicago Bulls",111,21775,1,6,6,"2016-17",56.8181818181818
"287",2016-12-02,"Los Angeles Clippers",114,"New Orleans Pelicans",96,16538,0,-18,18,"2016-17",51.219512195122
"288",2016-12-02,"Washington Wizards",105,"San Antonio Spurs",107,18418,1,2,2,"2016-17",73.469387755102
"289",2016-12-02,"Houston Rockets",128,"Denver Nuggets",110,15549,0,-18,18,"2016-17",53.6585365853659
"290",2016-12-03,"Brooklyn Nets",103,"Milwaukee Bucks",112,15565,1,9,9,"2016-17",54.5454545454545
"291",2016-12-03,"Minnesota Timberwolves",125,"Charlotte Hornets",120,16982,0,-5,5,"2016-17",53.6585365853659
"292",2016-12-03,"Boston Celtics",107,"Philadelphia 76ers",106,17063,0,-1,1,"2016-17",41.4634146341463
"293",2016-12-03,"Atlanta Hawks",84,"Toronto Raptors",128,19800,1,44,44,"2016-17",65.2173913043478
"294",2016-12-03,"Los Angeles Lakers",100,"Memphis Grizzlies",103,17017,1,3,3,"2016-17",59.0909090909091
"295",2016-12-03,"Chicago Bulls",82,"Dallas Mavericks",107,19857,1,25,25,"2016-17",51.219512195122
"296",2016-12-03,"Denver Nuggets",98,"Utah Jazz",105,19911,1,7,7,"2016-17",65.2173913043478
"297",2016-12-03,"Miami Heat",92,"Portland Trail Blazers",99,19393,1,7,7,"2016-17",58.1395348837209
"298",2016-12-03,"Phoenix Suns",109,"Golden State Warriors",138,19596,1,29,29,"2016-17",90
"299",2016-12-04,"Orlando Magic",98,"Detroit Pistons",92,15206,0,-6,6,"2016-17",58.5365853658537
"300",2016-12-04,"New Orleans Pelicans",92,"Oklahoma City Thunder",101,18203,1,9,9,"2016-17",67.4418604651163
"301",2016-12-04,"Sacramento Kings",98,"New York Knicks",106,19812,1,8,8,"2016-17",46.3414634146341
"302",2016-12-04,"Indiana Pacers",111,"Los Angeles Clippers",102,19060,0,-9,9,"2016-17",66.6666666666667
"303",2016-12-05,"Denver Nuggets",106,"Philadelphia 76ers",98,11815,0,-8,8,"2016-17",41.4634146341463
"304",2016-12-05,"Oklahoma City Thunder",102,"Atlanta Hawks",99,14654,0,-3,3,"2016-17",56.8181818181818
"305",2016-12-05,"Washington Wizards",118,"Brooklyn Nets",113,12529,0,-5,5,"2016-17",31.7073170731707
"306",2016-12-05,"Cleveland Cavaliers",116,"Toronto Raptors",112,19800,0,-4,4,"2016-17",65.2173913043478
"307",2016-12-05,"Portland Trail Blazers",112,"Chicago Bulls",110,21351,0,-2,2,"2016-17",56.8181818181818
"308",2016-12-05,"Boston Celtics",106,"Houston Rockets",107,15730,1,1,1,"2016-17",72.3404255319149
"309",2016-12-05,"San Antonio Spurs",97,"Milwaukee Bucks",96,14256,0,-1,1,"2016-17",54.5454545454545
"310",2016-12-05,"Memphis Grizzlies",110,"New Orleans Pelicans",108,13795,0,-2,2,"2016-17",51.219512195122
"311",2016-12-05,"Charlotte Hornets",109,"Dallas Mavericks",101,19228,0,-8,8,"2016-17",51.219512195122
"312",2016-12-05,"Indiana Pacers",106,"Golden State Warriors",142,19596,1,36,36,"2016-17",90
"313",2016-12-05,"Utah Jazz",107,"Los Angeles Lakers",101,18279,0,-6,6,"2016-17",41.4634146341463
"314",2016-12-06,"Orlando Magic",124,"Washington Wizards",116,12116,0,-8,8,"2016-17",76.5957446808511
"315",2016-12-06,"Chicago Bulls",91,"Detroit Pistons",102,14305,1,11,11,"2016-17",58.5365853658537
"316",2016-12-06,"New York Knicks",114,"Miami Heat",103,19610,0,-11,11,"2016-17",56.0975609756098
"317",2016-12-06,"Philadelphia 76ers",91,"Memphis Grizzlies",96,13521,1,5,5,"2016-17",59.0909090909091
"318",2016-12-06,"San Antonio Spurs",105,"Minnesota Timberwolves",91,12585,0,-14,14,"2016-17",48.780487804878
"319",2016-12-06,"Phoenix Suns",105,"Utah Jazz",112,18997,1,7,7,"2016-17",65.2173913043478
"320",2016-12-07,"Detroit Pistons",77,"Charlotte Hornets",87,15141,1,10,10,"2016-17",53.6585365853659
"321",2016-12-07,"Boston Celtics",117,"Orlando Magic",87,17009,0,-30,30,"2016-17",39.0243902439024
"322",2016-12-07,"Miami Heat",95,"Atlanta Hawks",103,11326,1,8,8,"2016-17",56.8181818181818
"323",2016-12-07,"Denver Nuggets",111,"Brooklyn Nets",116,14159,1,5,5,"2016-17",31.7073170731707
"324",2016-12-07,"Los Angeles Lakers",95,"Houston Rockets",134,16141,1,39,39,"2016-17",72.3404255319149
"325",2016-12-07,"Portland Trail Blazers",107,"Milwaukee Bucks",115,14033,1,8,8,"2016-17",54.5454545454545
"326",2016-12-07,"Cleveland Cavaliers",126,"New York Knicks",94,19812,0,-32,32,"2016-17",46.3414634146341
"327",2016-12-07,"Sacramento Kings",120,"Dallas Mavericks",89,19711,0,-31,31,"2016-17",51.219512195122
"328",2016-12-07,"Indiana Pacers",109,"Phoenix Suns",94,17452,0,-15,15,"2016-17",36.5853658536585
"329",2016-12-07,"Golden State Warriors",115,"Los Angeles Clippers",98,19239,0,-17,17,"2016-17",66.6666666666667
"330",2016-12-08,"Minnesota Timberwolves",110,"Toronto Raptors",124,19800,1,14,14,"2016-17",65.2173913043478
"331",2016-12-08,"Denver Nuggets",85,"Washington Wizards",92,12645,1,7,7,"2016-17",76.5957446808511
"332",2016-12-08,"Portland Trail Blazers",86,"Memphis Grizzlies",88,14317,1,2,2,"2016-17",59.0909090909091
"333",2016-12-08,"Philadelphia 76ers",99,"New Orleans Pelicans",88,14158,0,-11,11,"2016-17",51.219512195122
"334",2016-12-08,"Golden State Warriors",106,"Utah Jazz",99,19911,0,-7,7,"2016-17",65.2173913043478
"335",2016-12-08,"San Antonio Spurs",91,"Chicago Bulls",95,21489,1,4,4,"2016-17",56.8181818181818
"336",2016-12-09,"Orlando Magic",88,"Charlotte Hornets",109,15707,1,21,21,"2016-17",53.6585365853659
"337",2016-12-09,"Toronto Raptors",101,"Boston Celtics",94,18624,0,-7,7,"2016-17",68.6274509803922
"338",2016-12-09,"Miami Heat",84,"Cleveland Cavaliers",114,20562,1,30,30,"2016-17",75.5102040816327
"339",2016-12-09,"Atlanta Hawks",114,"Milwaukee Bucks",110,16289,0,-4,4,"2016-17",54.5454545454545
"340",2016-12-09,"Detroit Pistons",117,"Minnesota Timberwolves",90,14109,0,-27,27,"2016-17",48.780487804878
"341",2016-12-09,"Houston Rockets",102,"Oklahoma City Thunder",99,18203,0,-3,3,"2016-17",67.4418604651163
"342",2016-12-09,"Indiana Pacers",103,"Dallas Mavericks",111,19486,1,8,8,"2016-17",51.219512195122
"343",2016-12-09,"Phoenix Suns",119,"Los Angeles Lakers",115,18997,0,-4,4,"2016-17",41.4634146341463
"344",2016-12-09,"New York Knicks",103,"Sacramento Kings",100,17608,0,-3,3,"2016-17",41.4634146341463
"345",2016-12-10,"Portland Trail Blazers",111,"Indiana Pacers",118,16211,1,7,7,"2016-17",67.4418604651163
"346",2016-12-10,"Denver Nuggets",121,"Orlando Magic",113,17010,0,-8,8,"2016-17",39.0243902439024
"347",2016-12-10,"Milwaukee Bucks",105,"Washington Wizards",110,14816,1,5,5,"2016-17",76.5957446808511
"348",2016-12-10,"Charlotte Hornets",105,"Cleveland Cavaliers",116,20562,1,11,11,"2016-17",75.5102040816327
"349",2016-12-10,"Miami Heat",100,"Chicago Bulls",105,21450,1,5,5,"2016-17",56.8181818181818
"350",2016-12-10,"Dallas Mavericks",87,"Houston Rockets",109,15761,1,22,22,"2016-17",72.3404255319149
"351",2016-12-10,"Golden State Warriors",89,"Memphis Grizzlies",110,18119,1,21,21,"2016-17",59.0909090909091
"352",2016-12-10,"Brooklyn Nets",101,"San Antonio Spurs",130,18418,1,29,29,"2016-17",73.469387755102
"353",2016-12-10,"Sacramento Kings",84,"Utah Jazz",104,19331,1,20,20,"2016-17",65.2173913043478
"354",2016-12-10,"New Orleans Pelicans",105,"Los Angeles Clippers",133,19060,1,28,28,"2016-17",66.6666666666667
"355",2016-12-11,"Philadelphia 76ers",97,"Detroit Pistons",79,7244,0,-18,18,"2016-17",58.5365853658537
"356",2016-12-11,"Golden State Warriors",116,"Minnesota Timberwolves",108,18452,0,-8,8,"2016-17",48.780487804878
"357",2016-12-11,"Boston Celtics",96,"Oklahoma City Thunder",99,18203,1,3,3,"2016-17",67.4418604651163
"358",2016-12-11,"New Orleans Pelicans",120,"Phoenix Suns",119,16949,0,-1,1,"2016-17",36.5853658536585
"359",2016-12-11,"New York Knicks",118,"Los Angeles Lakers",112,18997,0,-6,6,"2016-17",41.4634146341463
"360",2016-12-12,"Charlotte Hornets",94,"Indiana Pacers",110,14138,1,16,16,"2016-17",67.4418604651163
"361",2016-12-12,"Washington Wizards",101,"Miami Heat",112,19600,1,11,11,"2016-17",56.0975609756098
"362",2016-12-12,"Milwaukee Bucks",100,"Toronto Raptors",122,19800,1,22,22,"2016-17",65.2173913043478
"363",2016-12-12,"Brooklyn Nets",118,"Houston Rockets",122,13619,1,4,4,"2016-17",72.3404255319149
"364",2016-12-12,"Denver Nuggets",92,"Dallas Mavericks",112,19425,1,20,20,"2016-17",51.219512195122
"365",2016-12-12,"Portland Trail Blazers",120,"Los Angeles Clippers",121,19060,1,1,1,"2016-17",66.6666666666667
"366",2016-12-12,"Los Angeles Lakers",92,"Sacramento Kings",116,17608,1,24,24,"2016-17",41.4634146341463
"367",2016-12-13,"Memphis Grizzlies",86,"Cleveland Cavaliers",103,20562,1,17,17,"2016-17",75.5102040816327
"368",2016-12-13,"Orlando Magic",131,"Atlanta Hawks",120,13585,0,-11,11,"2016-17",56.8181818181818
"369",2016-12-13,"Minnesota Timberwolves",99,"Chicago Bulls",94,21146,0,-5,5,"2016-17",56.8181818181818
"370",2016-12-13,"Golden State Warriors",113,"New Orleans Pelicans",109,17789,0,-4,4,"2016-17",51.219512195122
"371",2016-12-13,"New York Knicks",111,"Phoenix Suns",113,16429,1,2,2,"2016-17",36.5853658536585
"372",2016-12-13,"Oklahoma City Thunder",95,"Portland Trail Blazers",114,19505,1,19,19,"2016-17",58.1395348837209
"373",2016-12-14,"Indiana Pacers",89,"Miami Heat",95,19600,1,6,6,"2016-17",56.0975609756098
"374",2016-12-14,"Los Angeles Clippers",113,"Orlando Magic",108,18846,0,-5,5,"2016-17",39.0243902439024
"375",2016-12-14,"Toronto Raptors",123,"Philadelphia 76ers",114,16192,0,-9,9,"2016-17",41.4634146341463
"376",2016-12-14,"Charlotte Hornets",106,"Washington Wizards",109,13447,1,3,3,"2016-17",76.5957446808511
"377",2016-12-14,"Los Angeles Lakers",97,"Brooklyn Nets",107,17732,1,10,10,"2016-17",31.7073170731707
"378",2016-12-14,"Sacramento Kings",98,"Houston Rockets",132,15039,1,34,34,"2016-17",72.3404255319149
"379",2016-12-14,"Cleveland Cavaliers",85,"Memphis Grizzlies",93,17449,1,8,8,"2016-17",59.0909090909091
"380",2016-12-14,"Detroit Pistons",95,"Dallas Mavericks",85,19687,0,-10,10,"2016-17",51.219512195122
"381",2016-12-14,"Oklahoma City Thunder",89,"Utah Jazz",109,19911,1,20,20,"2016-17",65.2173913043478
"382",2016-12-14,"Boston Celtics",101,"San Antonio Spurs",108,18418,1,7,7,"2016-17",73.469387755102
"383",2016-12-15,"Chicago Bulls",97,"Milwaukee Bucks",108,16704,1,11,11,"2016-17",54.5454545454545
"384",2016-12-15,"Indiana Pacers",95,"New Orleans Pelicans",102,15472,1,7,7,"2016-17",51.219512195122
"385",2016-12-15,"Portland Trail Blazers",120,"Denver Nuggets",132,10022,1,12,12,"2016-17",53.6585365853659
"386",2016-12-15,"San Antonio Spurs",107,"Phoenix Suns",92,17165,0,-15,15,"2016-17",36.5853658536585
"387",2016-12-15,"New York Knicks",90,"Golden State Warriors",103,19596,1,13,13,"2016-17",90
"388",2016-12-16,"Brooklyn Nets",111,"Orlando Magic",118,17668,1,7,7,"2016-17",39.0243902439024
"389",2016-12-16,"Detroit Pistons",108,"Washington Wizards",122,15573,1,14,14,"2016-17",76.5957446808511
"390",2016-12-16,"Charlotte Hornets",88,"Boston Celtics",96,18624,1,8,8,"2016-17",68.6274509803922
"391",2016-12-16,"Atlanta Hawks",125,"Toronto Raptors",121,19800,0,-4,4,"2016-17",65.2173913043478
"392",2016-12-16,"Milwaukee Bucks",95,"Chicago Bulls",69,21324,0,-26,26,"2016-17",56.8181818181818
"393",2016-12-16,"New Orleans Pelicans",100,"Houston Rockets",122,16728,1,22,22,"2016-17",72.3404255319149
"394",2016-12-16,"Sacramento Kings",96,"Memphis Grizzlies",92,15987,0,-4,4,"2016-17",59.0909090909091
"395",2016-12-16,"Los Angeles Clippers",102,"Miami Heat",98,19600,0,-4,4,"2016-17",56.0975609756098
"396",2016-12-16,"Los Angeles Lakers",100,"Philadelphia 76ers",89,20491,0,-11,11,"2016-17",41.4634146341463
"397",2016-12-16,"Dallas Mavericks",100,"Utah Jazz",103,18721,1,3,3,"2016-17",65.2173913043478
"398",2016-12-17,"Phoenix Suns",101,"Oklahoma City Thunder",114,18203,1,13,13,"2016-17",67.4418604651163
"399",2016-12-17,"Indiana Pacers",105,"Detroit Pistons",90,15231,0,-15,15,"2016-17",58.5365853658537
"400",2016-12-17,"Charlotte Hornets",107,"Atlanta Hawks",99,17918,0,-8,8,"2016-17",56.8181818181818
"401",2016-12-17,"Los Angeles Lakers",108,"Cleveland Cavaliers",119,20562,1,11,11,"2016-17",75.5102040816327
"402",2016-12-17,"Houston Rockets",111,"Minnesota Timberwolves",109,14689,0,-2,2,"2016-17",48.780487804878
"403",2016-12-17,"New York Knicks",114,"Denver Nuggets",127,12042,1,13,13,"2016-17",53.6585365853659
"404",2016-12-17,"Portland Trail Blazers",90,"Golden State Warriors",135,19596,1,45,45,"2016-17",90
"405",2016-12-18,"Los Angeles Clippers",110,"Washington Wizards",117,17380,1,7,7,"2016-17",76.5957446808511
"406",2016-12-18,"Sacramento Kings",79,"Dallas Mavericks",99,19504,1,20,20,"2016-17",51.219512195122
"407",2016-12-18,"Utah Jazz",82,"Memphis Grizzlies",73,15862,0,-9,9,"2016-17",59.0909090909091
"408",2016-12-18,"Boston Celtics",105,"Miami Heat",95,19600,0,-10,10,"2016-17",56.0975609756098
"409",2016-12-18,"Toronto Raptors",109,"Orlando Magic",79,17251,0,-30,30,"2016-17",39.0243902439024
"410",2016-12-18,"Brooklyn Nets",107,"Philadelphia 76ers",108,16460,1,1,1,"2016-17",41.4634146341463
"411",2016-12-18,"New Orleans Pelicans",100,"San Antonio Spurs",113,18615,1,13,13,"2016-17",73.469387755102
"412",2016-12-19,"Washington Wizards",105,"Indiana Pacers",107,17686,1,2,2,"2016-17",67.4418604651163
"413",2016-12-19,"Detroit Pistons",82,"Chicago Bulls",113,21400,1,31,31,"2016-17",56.8181818181818
"414",2016-12-19,"Phoenix Suns",108,"Minnesota Timberwolves",115,12008,1,7,7,"2016-17",48.780487804878
"415",2016-12-19,"Atlanta Hawks",110,"Oklahoma City Thunder",108,18203,0,-2,2,"2016-17",67.4418604651163
"416",2016-12-19,"Dallas Mavericks",107,"Denver Nuggets",117,12581,1,10,10,"2016-17",53.6585365853659
"417",2016-12-20,"Los Angeles Lakers",113,"Charlotte Hornets",117,19093,1,4,4,"2016-17",53.6585365853659
"418",2016-12-20,"New Orleans Pelicans",108,"Philadelphia 76ers",93,16322,0,-15,15,"2016-17",41.4634146341463
"419",2016-12-20,"Orlando Magic",136,"Miami Heat",130,19600,0,-6,6,"2016-17",56.0975609756098
"420",2016-12-20,"Indiana Pacers",111,"New York Knicks",118,19812,1,7,7,"2016-17",46.3414634146341
"421",2016-12-20,"Brooklyn Nets",104,"Toronto Raptors",116,19800,1,12,12,"2016-17",65.2173913043478
"422",2016-12-20,"San Antonio Spurs",102,"Houston Rockets",100,18055,0,-2,2,"2016-17",72.3404255319149
"423",2016-12-20,"Boston Celtics",112,"Memphis Grizzlies",109,16519,0,-3,3,"2016-17",59.0909090909091
"424",2016-12-20,"Cleveland Cavaliers",114,"Milwaukee Bucks",108,17053,0,-6,6,"2016-17",54.5454545454545
"425",2016-12-20,"Utah Jazz",74,"Golden State Warriors",104,19596,1,30,30,"2016-17",90
"426",2016-12-20,"Denver Nuggets",102,"Los Angeles Clippers",119,19060,1,17,17,"2016-17",66.6666666666667
"427",2016-12-20,"Portland Trail Blazers",121,"Sacramento Kings",126,17608,1,5,5,"2016-17",41.4634146341463
"428",2016-12-21,"Milwaukee Bucks",102,"Cleveland Cavaliers",113,20562,1,11,11,"2016-17",75.5102040816327
"429",2016-12-21,"Minnesota Timberwolves",92,"Atlanta Hawks",84,17578,0,-8,8,"2016-17",56.8181818181818
"430",2016-12-21,"Memphis Grizzlies",98,"Detroit Pistons",86,16033,0,-12,12,"2016-17",58.5365853658537
"431",2016-12-21,"Washington Wizards",107,"Chicago Bulls",97,21358,0,-10,10,"2016-17",56.8181818181818
"432",2016-12-21,"Oklahoma City Thunder",121,"New Orleans Pelicans",110,16375,0,-11,11,"2016-17",51.219512195122
"433",2016-12-21,"Houston Rockets",125,"Phoenix Suns",111,18055,0,-14,14,"2016-17",36.5853658536585
"434",2016-12-21,"Sacramento Kings",94,"Utah Jazz",93,19195,0,-1,1,"2016-17",65.2173913043478
"435",2016-12-21,"Dallas Mavericks",96,"Portland Trail Blazers",95,19393,0,-1,1,"2016-17",58.1395348837209
"436",2016-12-22,"Boston Celtics",109,"Indiana Pacers",102,17577,0,-7,7,"2016-17",67.4418604651163
"437",2016-12-22,"Golden State Warriors",117,"Brooklyn Nets",101,17732,0,-16,16,"2016-17",31.7073170731707
"438",2016-12-22,"Orlando Magic",95,"New York Knicks",106,19812,1,11,11,"2016-17",46.3414634146341
"439",2016-12-22,"Los Angeles Lakers",107,"Miami Heat",115,19712,1,8,8,"2016-17",56.0975609756098
"440",2016-12-22,"San Antonio Spurs",101,"Los Angeles Clippers",106,19060,1,5,5,"2016-17",66.6666666666667
